 
,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1418,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,26-285,1994,25.7,1,4,1,25.0,0.16,0.04,0.25,1.00,5.9,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
1419,Karol Linetty\Karol-Linetty,pl POL,MF,Torino,it Serie A,26-085,1995,19.3,1,7,3,42.9,0.36,0.16,0.14,0.33,17.1,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
1420,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,West Ham,eng Premier League,28-134,1992,10.8,9,31,17,54.8,2.87,1.58,0.26,0.47,21.0,1,1,2,4.7,3.0,0.10,+4.3,+5.0,Matches
1421,Pol Lirola\Pol-Lirola,es ESP,DFFW,Fiorentina,it Serie A,23-258,1997,5.5,0,2,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1422,Pol Lirola\Pol-Lirola,es ESP,DF,Marseille,fr Ligue 1,23-258,1997,13.3,2,7,3,42.9,0.53,0.23,0.29,0.67,11.6,0,0,0,1.2,1.2,0.18,+0.8,+0.8,Matches
1423,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,31-165,1989,13.6,0,5,0,0.0,0.37,0.00,0.00,,19.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1424,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,eng Premier League,27-255,1993,10.0,1,6,3,50.0,0.60,0.30,0.17,0.33,10.9,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches
1425,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,27-255,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1426,Fernando Llorente\Fernando-Llorente,es ESP,FW,Udinese,it Serie A,36-061,1985,7.4,1,11,5,45.5,1.49,0.68,0.09,0.20,9.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
1427,Fernando Llorente\Fernando-Llorente,es ESP,FWMF,Napoli,it Serie A,36-061,1985,0.6,0,2,0,0.0,3.46,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1428,Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,26-088,1995,28.1,11,40,18,45.0,1.42,0.64,0.28,0.61,17.4,0,0,0,3.5,3.5,0.09,+7.5,+7.5,Matches
1429,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,34-123,1986,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1430,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,eng Premier League,25-019,1996,8.1,1,11,5,45.5,1.36,0.62,0.09,0.20,16.1,1,0,0,1.0,1.0,0.09,0.0,0.0,Matches
1431,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,26-154,1994,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1432,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,23-110,1998,27.1,3,39,8,20.5,1.44,0.29,0.05,0.25,20.5,5,1,1,3.3,2.6,0.07,-0.3,-0.6,Matches
1433,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,23-020,1998,11.8,0,11,3,27.3,0.93,0.25,0.00,0.00,19.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
1434,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,25-095,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1435,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Fulham,eng Premier League,25-095,1996,20.2,1,36,8,22.2,1.78,0.40,0.03,0.13,15.1,0,0,0,3.1,3.1,0.09,-2.1,-2.1,Matches
1436,Niklas Lomb\Niklas-Lomb,de GER,GK,Leverkusen,de Bundesliga,27-274,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1437,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,30-253,1990,7.1,0,2,0,0.0,0.28,0.00,0.00,,8.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
1438,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,eng Premier League,34-096,1987,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,19.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1439,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21-038,2000,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1440,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23-180,1997,13.2,0,14,5,35.7,1.06,0.38,0.00,0.00,18.6,1,0,0,1.4,1.4,0.10,-1.4,-1.4,Matches
1441,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Fulham,eng Premier League,23-190,1997,26.5,4,60,19,31.7,2.26,0.72,0.07,0.21,17.3,3,0,1,5.1,4.3,0.07,-1.1,-0.3,Matches
1442,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,30-209,1990,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1443,Rony Lopes\Rony-Lopes,pt POR,FWMF,Nice,fr Ligue 1,25-121,1995,16.9,2,38,13,34.2,2.25,0.77,0.05,0.15,18.8,3,0,0,3.0,3.0,0.08,-1.0,-1.0,Matches
1444,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,es La Liga,37-178,1983,10.6,0,3,0,0.0,0.28,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1445,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,33-110,1988,5.2,1,10,2,20.0,1.91,0.38,0.10,0.50,14.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
1446,Javi López\Javi-Lopez,es ESP,DFMF,Alavés,es La Liga,19-117,2002,2.8,0,1,1,100.0,0.36,0.36,0.00,0.00,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1447,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Sassuolo,it Serie A,23-145,1997,17.8,2,9,3,33.3,0.51,0.17,0.22,0.67,16.3,0,0,0,1.5,1.5,0.17,+0.5,+0.5,Matches
1448,Maxime Lopez\Maxime-Lopez,fr FRA,FWMF,Marseille,fr Ligue 1,23-145,1997,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1449,Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,26-136,1994,20.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1450,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,21-004,2000,4.9,3,12,3,25.0,2.45,0.61,0.25,1.00,24.1,2,0,0,0.8,0.8,0.07,+2.2,+2.2,Matches
1451,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,25-180,1995,12.7,3,22,9,40.9,1.73,0.71,0.14,0.33,25.3,5,0,0,1.1,1.1,0.05,+1.9,+1.9,Matches
1452,Dion Lopy\Dion-Lopy,sn SEN,MF,Reims,fr Ligue 1,19-085,2002,1.8,0,2,0,0.0,1.08,0.00,0.00,,21.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1453,Jordan Lotomba\Jordan-Lotomba,ch SUI,DF,Nice,fr Ligue 1,22-211,1998,22.9,1,7,2,28.6,0.31,0.09,0.14,0.50,21.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
1454,Adrien Louveau\Adrien-Louveau,fr FRA,DFMF,Lens,fr Ligue 1,21-086,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1455,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,21-362,1999,22.5,5,24,8,33.3,1.07,0.36,0.04,0.13,28.4,4,4,4,4.6,1.6,0.07,+0.4,-0.6,Matches
1456,Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,21-073,2000,15.2,0,1,0,0.0,0.07,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1457,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23-352,1997,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1458,Eduard Löwen\Eduard-Lowen,de GER,MFDF,Hertha BSC,de Bundesliga,24-090,1997,0.5,0,1,0,0.0,2.20,0.00,0.00,,19.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1459,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,31-323,1989,29.0,1,17,4,23.5,0.59,0.14,0.06,0.25,23.6,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
1460,Anthony Lozano\Anthony-Lozano,hn HON,FW,Cádiz,es La Liga,28-003,1993,14.0,3,32,13,40.6,2.29,0.93,0.09,0.23,13.3,0,0,0,5.0,5.0,0.16,-2.0,-2.0,Matches
1461,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,25-272,1995,19.2,9,53,25,47.2,2.76,1.30,0.17,0.36,15.5,0,0,0,6.5,6.5,0.12,+2.5,+2.5,Matches
1462,Jan Luca Schuler\Jan-Luca-Schuler,de GER,FW,Schalke 04,de Bundesliga,22-037,1999,0.4,0,1,0,0.0,2.25,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1463,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,22-310,1998,1.9,0,5,0,0.0,2.62,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1464,Jean Lucas\Jean-Lucas,br BRA,MF,Brest,fr Ligue 1,22-310,1998,9.9,0,18,4,22.2,1.83,0.41,0.00,0.00,24.9,5,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
1465,Anderson Lucoqui\Anderson-Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23-296,1997,15.8,0,6,2,33.3,0.38,0.13,0.00,0.00,31.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1466,Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,es La Liga,26-020,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1467,Kilian Ludewig\Kilian-Ludewig,de GER,DF,Schalke 04,de Bundesliga,21-054,2000,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1468,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,25-338,1995,28.5,1,20,5,25.0,0.70,0.18,0.05,0.20,18.0,2,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
1469,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,33-279,1987,24.3,10,48,22,45.8,1.97,0.90,0.21,0.45,16.3,1,0,1,7.3,6.6,0.14,+2.7,+3.4,Matches
1470,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,31-113,1990,24.6,1,4,1,25.0,0.16,0.04,0.25,1.00,26.8,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
1471,Florentino Luís\Florentino-Luis,pt POR,MF,Monaco,fr Ligue 1,21-252,1999,2.7,0,1,0,0.0,0.37,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1472,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,35-358,1985,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1473,Luismi\Luismi,es ESP,MFDF,Elche,es La Liga,28-358,1992,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1474,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,34-006,1987,14.9,1,13,1,7.7,0.87,0.07,0.08,1.00,18.9,3,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
1475,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,22-354,1998,27.0,0,25,7,28.0,0.93,0.26,0.00,0.00,22.4,1,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
1476,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,27-350,1993,28.7,21,82,40,48.8,2.86,1.40,0.20,0.40,13.7,1,5,5,20.0,16.2,0.20,+1.0,-0.2,Matches
1477,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,23-216,1997,19.8,5,38,16,42.1,1.92,0.81,0.08,0.19,14.7,1,2,2,6.8,5.3,0.14,-1.8,-2.3,Matches
1478,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,24-258,1996,20.3,3,17,7,41.2,0.84,0.34,0.18,0.43,17.0,0,0,0,2.0,2.0,0.12,+1.0,+1.0,Matches
1479,Senad Lulić\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,35-100,1986,4.6,0,2,1,50.0,0.44,0.22,0.00,0.00,22.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1480,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,27-069,1994,22.5,0,19,4,21.1,0.85,0.18,0.00,0.00,23.2,1,0,1,2.0,1.3,0.07,-2.0,-1.3,Matches
1481,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Crotone,it Serie A,24-234,1996,20.9,0,5,1,20.0,0.24,0.05,0.00,0.00,18.5,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches
1482,Andreas Luthe\Andreas-Luthe,de GER,GK,Union Berlin,de Bundesliga,34-049,1987,27.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1483,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,24-086,1997,20.3,0,11,3,27.3,0.54,0.15,0.00,0.00,18.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1484,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,27-188,1993,22.3,3,24,6,25.0,1.08,0.27,0.13,0.50,21.1,8,0,0,1.6,1.6,0.07,+1.4,+1.4,Matches
1485,Yann M'Vila\Yann-MVila,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,30-303,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1486,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,22-125,1998,10.3,1,22,3,13.6,2.14,0.29,0.05,0.33,20.7,1,0,0,1.0,1.0,0.04,0.0,0.0,Matches
1487,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,28-080,1993,18.7,2,40,17,42.5,2.14,0.91,0.05,0.12,21.6,5,0,1,3.9,3.1,0.08,-1.9,-1.1,Matches
1488,Tim Maciejewski\Tim-Maciejewski,de GER,MF,Union Berlin,de Bundesliga,20-054,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1489,Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22-209,1998,6.0,1,2,2,100.0,0.33,0.33,0.50,0.50,27.8,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
1490,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24-156,1996,19.9,8,60,21,35.0,3.02,1.06,0.13,0.38,23.9,11,0,0,3.8,3.8,0.06,+4.2,+4.2,Matches
1491,Mikail Maden\Mikail-Maden,no NOR,FW,Schalke 04,de Bundesliga,19-101,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1492,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,es La Liga,23-290,1997,18.0,1,10,5,50.0,0.56,0.28,0.10,0.20,17.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
1493,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Crotone,it Serie A,27-213,1993,20.2,1,9,2,22.2,0.44,0.10,0.11,0.50,7.2,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches
1494,Christian Maggio\Christian-Maggio,it ITA,DF,Benevento,it Serie A,39-076,1982,3.3,0,2,0,0.0,0.61,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1495,Giulio Maggiore\Giulio-Maggiore,it ITA,MF,Spezia,it Serie A,23-047,1998,20.7,3,34,12,35.3,1.64,0.58,0.09,0.25,16.7,0,0,0,4.3,4.3,0.13,-1.3,-1.3,Matches
1496,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,36-167,1984,4.9,0,2,0,0.0,0.41,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1497,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Hellas Verona,it Serie A,25-206,1995,15.4,0,9,2,22.2,0.58,0.13,0.00,0.00,17.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
1498,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,22-333,1998,4.0,0,5,1,20.0,1.26,0.25,0.00,0.00,28.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1499,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28-054,1993,33.0,2,35,9,25.7,1.06,0.27,0.06,0.22,11.0,0,0,0,2.1,2.1,0.06,-0.1,-0.1,Matches
1500,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,20-359,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1501,Hicham Mahou\Hicham-Mahou,fr FRA,DF,Nice,fr Ligue 1,21-300,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1502,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,30-066,1991,19.9,9,54,21,38.9,2.71,1.05,0.17,0.43,16.3,2,0,0,5.4,5.4,0.10,+3.6,+3.6,Matches
1503,Arne Maier\Arne-Maier,de GER,MFFW,Arminia,de Bundesliga,22-110,1999,8.5,0,6,1,16.7,0.70,0.12,0.00,0.00,19.7,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1504,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,22-110,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1505,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,25-117,1996,25.9,1,22,5,22.7,0.85,0.19,0.05,0.20,18.1,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
1506,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,25-151,1995,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1507,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,23-242,1997,5.4,0,2,1,50.0,0.37,0.18,0.00,0.00,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1508,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,23-242,1997,10.9,0,8,2,25.0,0.73,0.18,0.00,0.00,22.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
1509,Josh Maja\Josh-Maja,ng NGA,FW,Fulham,eng Premier League,22-122,1998,7.2,3,18,7,38.9,2.49,0.97,0.11,0.29,13.8,0,1,1,4.7,3.9,0.22,-1.7,-1.9,Matches
1510,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22-122,1998,8.9,2,19,9,47.4,2.13,1.01,0.11,0.22,14.5,0,0,0,3.1,3.1,0.16,-1.1,-1.1,Matches
1511,Radosław Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,fr Ligue 1,21-163,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1512,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29-221,1991,6.1,1,9,2,22.2,1.47,0.33,0.00,0.00,19.0,0,1,1,1.6,0.9,0.10,-0.6,-0.9,Matches
1513,Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19-354,2001,1.2,0,5,1,20.0,4.29,0.86,0.00,0.00,25.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1514,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Udinese,it Serie A,22-320,1998,4.0,0,2,0,0.0,0.50,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1515,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,26-092,1995,25.4,1,13,4,30.8,0.51,0.16,0.08,0.25,15.2,0,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches
1516,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,29-154,1991,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,7.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1517,Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,fr Ligue 1,19-181,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1518,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,es La Liga,28-161,1992,7.4,0,8,1,12.5,1.08,0.13,0.00,0.00,16.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
1519,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Fiorentina,it Serie A,29-271,1991,2.3,0,2,0,0.0,0.87,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1520,Kévin Malcuit\Kevin-Malcuit,ma MAR,MFFW,Napoli,it Serie A,29-271,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1521,Daniel Maldini\Daniel-Maldini,it ITA,FWMF,Milan,it Serie A,19-199,2001,0.3,0,1,1,100.0,3.10,3.10,0.00,0.00,17.1,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
1522,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,27-359,1993,16.9,6,59,18,30.5,3.48,1.06,0.08,0.28,20.4,11,1,1,5.5,4.7,0.08,+0.5,+0.3,Matches
1523,Yunus Mallı\Yunus-Malli,tr TUR,MF,Wolfsburg,de Bundesliga,29-063,1992,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1524,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,29-310,1991,28.1,3,20,11,55.0,0.71,0.39,0.15,0.27,14.3,0,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches
1525,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,es La Liga,25-198,1995,22.8,1,22,6,27.3,0.97,0.26,0.05,0.17,21.0,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
1526,Dennis Man\Dennis-Man,ro ROU,FWMF,Parma,it Serie A,22-245,1998,7.8,2,19,6,31.6,2.45,0.77,0.11,0.33,14.9,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Matches
1527,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,21-121,1999,5.0,0,4,1,25.0,0.79,0.20,0.00,0.00,22.9,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1528,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,31-292,1989,21.7,0,7,3,42.9,0.32,0.14,0.00,0.00,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1529,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Roma,it Serie A,25-011,1996,27.7,4,25,11,44.0,0.90,0.40,0.16,0.36,11.2,0,0,0,2.3,2.3,0.09,+1.7,+1.7,Matches
1530,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36-031,1985,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1531,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,27-097,1994,20.2,0,3,0,0.0,0.15,0.00,0.00,,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1532,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,29-188,1991,25.6,3,9,7,77.8,0.35,0.27,0.33,0.43,7.7,0,0,0,2.3,2.3,0.25,+0.7,+0.7,Matches
1533,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,23-303,1997,4.4,0,9,4,44.4,2.04,0.90,0.00,0.00,22.0,1,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
1534,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Torino,it Serie A,23-303,1997,11.9,3,21,8,38.1,1.76,0.67,0.14,0.38,19.2,0,0,0,1.9,1.9,0.09,+1.1,+1.1,Matches
1535,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Milan,it Serie A,34-342,1986,2.1,0,5,3,60.0,2.41,1.44,0.00,0.00,9.3,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
1536,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,29-018,1992,27.1,8,83,32,38.6,3.07,1.18,0.10,0.25,12.7,0,0,0,13.2,13.2,0.16,-5.2,-5.2,Matches
1537,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,30-074,1991,3.5,0,2,0,0.0,0.58,0.00,0.00,,7.0,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
1538,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,23-041,1998,23.4,1,26,8,30.8,1.11,0.34,0.04,0.13,20.7,0,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
1539,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,33-364,1987,26.0,3,22,5,22.7,0.85,0.19,0.00,0.00,25.4,3,3,3,3.3,1.0,0.05,-0.3,-1.0,Matches
