,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Height,,,Body Parts,,,,,Outcomes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1229,Daichi Kamada\Daichi-Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,24-266,1996,23.8,904,822,82,16,6,201,30,37,60,11,21,9,631,114,159,143,685,47,3,8,681,7,12,28,38,Matches
1230,Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWDF,Fulham,eng Premier League,26-052,1995,3.5,128,122,6,1,1,22,5,12,0,0,0,0,81,21,26,15,100,5,1,1,92,1,2,2,8,Matches
1231,Aboubakar Kamara\Aboubakar-Kamara,mr MTN,FWMF,Dijon,fr Ligue 1,26-052,1995,4.7,114,108,6,0,0,39,2,9,0,0,0,0,71,27,16,22,80,3,1,0,85,0,2,1,4,Matches
1232,Bingourou Kamara\Bingourou-Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,24-189,1996,8.0,247,174,73,17,0,25,2,0,0,0,0,0,98,9,140,11,183,0,0,45,166,0,5,1,0,Matches
1233,Boubacar Kamara\Boubacar-Kamara,fr FRA,MF,Marseille,fr Ligue 1,21-156,1999,28.6,1786,1701,85,80,1,228,62,6,0,0,0,0,1352,138,296,197,1474,67,5,3,1546,3,31,35,23,Matches
1234,Hassane Kamara\Hassane-Kamara,fr FRA,DF,Nice,fr Ligue 1,26-221,1994,29.1,1707,1476,231,17,3,209,45,79,1,0,0,1,1124,304,279,1244,188,32,213,5,1396,5,40,43,46,Matches
1235,Marcin Kamiński\Marcin-Kaminski,pl POL,DF,Stuttgart,de Bundesliga,29-103,1992,2.3,201,194,7,2,0,12,5,1,0,0,0,0,153,19,29,154,30,8,5,0,177,0,3,0,5,Matches
1236,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30-201,1990,19.7,1304,1263,41,33,5,190,12,2,2,1,1,0,1029,113,162,128,1112,40,6,2,1168,4,17,12,18,Matches
1237,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,eng Premier League,27-274,1993,29.2,798,757,41,9,12,196,45,29,0,0,0,0,421,190,187,110,557,58,6,9,563,6,11,29,34,Matches
1238,Wilfried Kanga\Wilfried-Kanga,fr FRA,FW,Angers,fr Ligue 1,23-066,1998,1.5,17,13,4,0,0,4,0,1,0,0,0,0,10,4,3,4,11,1,0,1,14,0,0,0,0,Matches
1239,Lee Kangin\Lee-Kangin,kr KOR,FWMF,Valencia,es La Liga,20-068,2001,11.5,458,395,63,19,5,94,26,14,25,9,8,1,303,61,94,402,24,15,7,2,367,3,7,12,9,Matches
1240,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,eng Premier League,30-030,1991,22.5,1438,1418,20,17,2,175,39,7,0,0,0,0,1115,161,162,192,1174,51,3,4,1250,3,17,31,24,Matches
1241,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Parma,it Serie A,22-294,1998,14.4,372,367,5,0,3,68,10,20,2,1,0,0,276,50,46,60,293,9,3,3,287,4,4,8,16,Matches
1242,Isaac Karamoko\Isaac-Karamoko,fr FRA,DF,Sassuolo,it Serie A,18-337,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
1243,Atakan Karazor\Atakan-Karazor,de GER,DFMF,Stuttgart,de Bundesliga,24-197,1996,9.0,539,503,36,32,0,73,4,0,0,0,0,0,436,50,53,73,434,15,1,3,467,1,4,11,8,Matches
1244,Augustus Kargbo\Augustus-Kargbo,sl SLE,FW,Crotone,it Serie A,21-247,1999,0.4,9,9,0,0,0,2,0,0,0,0,0,0,6,3,0,1,8,0,0,0,6,0,0,1,0,Matches
1245,Loris Karius\Loris-Karius,de GER,GK,Union Berlin,de Bundesliga,27-310,1993,3.2,95,66,29,9,0,5,1,0,0,0,0,0,33,2,60,9,72,0,0,10,58,2,2,0,0,Matches
1246,Rick Karsdorp\Rick-Karsdorp,nl NED,DF,Roma,it Serie A,26-076,1995,24.1,1113,950,163,10,3,85,12,40,0,0,0,0,744,234,135,45,884,21,153,5,933,2,11,31,38,Matches
1247,Noah Katterbach\Noah-Katterbach,de GER,DF,Köln,de Bundesliga,20-015,2001,11.3,609,505,104,7,0,82,12,23,0,0,0,0,352,134,123,333,147,20,97,0,470,3,18,19,21,Matches
1248,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38-039,1983,22.0,662,430,232,56,0,33,11,0,0,0,0,0,253,25,384,59,483,1,0,76,450,0,17,2,2,Matches
1249,Moise Kean\Moise-Kean,it ITA,FW,Everton,eng Premier League,21-059,2000,0.2,9,9,0,0,0,0,0,0,0,0,0,0,5,3,1,1,8,0,0,0,7,0,0,0,2,Matches
1250,Moise Kean\Moise-Kean,it ITA,FW,Paris S-G,fr Ligue 1,21-059,2000,17.7,300,276,24,0,1,61,8,10,0,0,0,0,237,40,23,27,253,9,2,5,239,1,3,12,13,Matches
1251,Michael Keane\Michael-Keane,eng ENG,DF,Everton,eng Premier League,28-107,1993,28.2,1614,1574,40,35,3,131,38,0,0,0,0,0,1232,130,252,351,1140,74,0,2,1439,2,12,17,14,Matches
1252,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,eng Premier League,29-049,1992,1.3,42,40,2,2,0,9,0,4,0,0,0,0,31,6,5,11,30,1,0,0,33,0,1,0,1,Matches
1253,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24-219,1996,16.2,1153,1101,52,14,0,75,8,9,0,0,0,0,992,100,61,349,703,46,38,3,1070,1,8,14,9,Matches
1254,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,eng Premier League,26-077,1995,5.8,356,344,12,4,1,62,6,4,0,0,0,0,279,47,30,24,312,16,1,0,311,1,2,8,6,Matches
1255,Yannik Keitel\Yannik-Keitel,de GER,MF,Freiburg,de Bundesliga,21-072,2000,3.9,132,125,7,3,0,40,2,0,0,0,0,0,85,15,32,34,71,13,0,0,106,0,0,2,5,Matches
1256,Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,eng Premier League,22-156,1998,2.0,62,45,17,3,0,3,3,0,0,0,0,0,43,3,16,7,43,0,0,10,51,0,0,0,0,Matches
1257,Stephane Keller\Stephane-Keller,cm CMR,DF,Alavés,es La Liga,19-251,2001,0.2,13,13,0,0,0,0,1,0,0,0,0,0,10,1,2,1,11,1,0,0,11,0,0,0,0,Matches
1258,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Stuttgart,de Bundesliga,26-090,1995,27.4,1627,1490,137,72,1,209,54,10,0,0,0,0,1087,197,343,1279,166,72,65,8,1328,8,19,32,37,Matches
1259,Kenedy\Kenedy,br BRA,FWMF,Granada,es La Liga,25-079,1996,16.0,323,273,50,17,1,51,18,32,27,14,8,1,176,57,90,243,42,14,6,9,207,1,9,11,13,Matches
1260,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,eng Premier League,24-044,1997,0.9,61,48,13,2,0,5,0,3,0,0,0,0,32,8,21,2,45,3,11,0,47,0,0,2,3,Matches
1261,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,24-130,1996,30.8,1734,1690,44,40,5,209,56,13,0,0,0,0,1402,134,198,312,1341,40,4,6,1534,7,21,34,22,Matches
1262,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,eng Premier League,19-298,2001,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Matches
1263,Omar Khailoti\Omar-Khailoti,it ITA,DF,Bologna,it Serie A,19-235,2001,0.3,21,21,0,0,0,0,0,0,0,0,0,0,19,0,2,17,3,1,0,0,19,0,0,0,1,Matches
1264,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,FWMF,Marseille,fr Ligue 1,26-001,1995,6.7,255,223,32,2,0,40,2,10,2,0,0,2,145,55,55,201,11,12,28,2,181,1,3,9,10,Matches
1265,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30-079,1991,9.7,260,234,26,14,0,56,13,16,1,0,0,1,159,43,58,23,218,7,7,3,169,2,10,13,13,Matches
1266,Rani Khedira\Rani-Khedira,de GER,MF,Augsburg,de Bundesliga,27-091,1994,18.2,619,598,21,9,1,129,13,7,0,0,0,0,384,89,146,70,468,54,2,3,459,3,20,9,21,Matches
1267,Sami Khedira\Sami-Khedira,de GER,MF,Hertha BSC,de Bundesliga,34-024,1987,2.3,127,119,8,8,0,15,5,2,0,0,0,0,96,14,17,22,101,1,0,0,98,1,2,2,1,Matches
1268,Kike\Kike,es ESP,FW,Eibar,es La Liga,31-154,1989,29.4,753,713,40,0,1,248,18,25,0,0,0,0,398,170,185,170,375,69,0,30,502,5,20,18,35,Matches
1269,Luca Kilian\Luca-Kilian,de GER,DF,Mainz 05,de Bundesliga,21-239,1999,4.2,222,214,8,8,0,20,6,0,0,0,0,0,168,14,40,24,176,13,0,0,193,0,2,2,3,Matches
1270,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,eng Premier League,23-340,1997,12.5,618,598,20,10,3,35,9,0,0,0,0,0,474,60,84,486,85,24,10,3,542,1,10,4,5,Matches
1271,Joshua Kimmich\Joshua-Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26-079,1995,21.4,1864,1627,237,95,11,241,113,39,118,53,42,8,1242,205,417,319,1434,68,24,6,1553,10,21,34,21,Matches
1272,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25-258,1995,22.6,1721,1678,43,39,0,120,15,2,0,0,0,0,1568,70,83,1451,202,48,4,0,1648,2,8,8,10,Matches
1273,Joshua King\Joshua-King,no NOR,MFFW,Everton,eng Premier League,29-103,1992,1.5,42,42,0,0,0,11,0,1,0,0,0,0,32,7,3,2,34,3,0,1,30,0,0,2,3,Matches
1274,Giorgos Kiriakopoulos\Giorgos-Kiriakopoulos,gr GRE,DF,Sassuolo,it Serie A,25-082,1996,13.7,837,731,106,14,0,74,12,41,2,0,2,0,577,149,111,614,103,19,90,1,697,1,11,13,25,Matches
1275,Simon Kjær\Simon-Kjaer,dk DEN,DF,Milan,it Serie A,32-033,1989,22.6,1254,1187,67,59,1,97,48,1,0,0,0,0,953,68,233,204,973,51,2,2,1104,6,12,16,10,Matches
1276,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,28-066,1993,2.5,64,62,2,2,0,13,0,1,0,0,0,0,43,12,9,12,45,5,0,0,44,2,3,0,3,Matches
1277,Felix Klaus\Felix-Klaus,de GER,DFMF,Wolfsburg,de Bundesliga,28-227,1992,1.5,72,62,10,0,0,4,1,1,0,0,0,0,46,14,12,3,54,3,10,1,58,0,3,0,4,Matches
1278,Klauss\Klauss,br BRA,FW,Hoffenheim,de Bundesliga,24-058,1997,0.6,22,21,1,0,1,7,0,0,0,0,0,0,15,2,5,3,18,0,0,0,18,0,0,0,1,Matches
1279,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,35-180,1985,7.5,324,305,19,14,0,31,5,0,0,0,0,0,236,38,50,255,48,8,4,4,269,1,5,5,4,Matches
1280,Philipp Klement\Philipp-Klement,de GER,MFFW,Stuttgart,de Bundesliga,28-231,1992,3.1,221,174,47,17,0,22,9,7,24,6,14,3,134,28,59,197,14,2,6,0,175,0,4,1,6,Matches
1281,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,eng Premier League,30-319,1990,23.8,1376,1317,59,34,5,177,26,32,18,3,11,1,978,178,220,91,1199,61,6,5,1094,4,20,41,47,Matches
1282,Mateo Klimowicz\Mateo-Klimowicz,de GER,FWMF,Stuttgart,de Bundesliga,20-296,2000,13.3,336,323,13,1,2,62,6,6,2,1,0,1,273,28,35,109,207,8,4,1,253,1,3,19,13,Matches
1283,Fabian Klos\Fabian-Klos,de GER,FW,Arminia,de Bundesliga,33-147,1987,27.2,702,666,36,2,2,276,18,23,1,0,0,0,299,219,184,88,328,103,2,20,409,4,20,28,34,Matches
1284,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,24-330,1996,13.2,984,924,60,21,0,73,10,6,0,0,0,0,771,81,132,169,744,22,39,1,869,1,11,17,5,Matches
1285,Justin Kluivert\Justin-Kluivert,nl NED,FWMF,Roma,it Serie A,21-358,1999,0.2,11,10,1,0,0,0,2,2,0,0,0,0,3,5,3,3,6,1,1,0,6,0,0,0,1,Matches
1286,Justin Kluivert\Justin-Kluivert,nl NED,FWMF,RB Leipzig,de Bundesliga,21-358,1999,7.2,201,195,6,0,1,38,6,23,0,0,0,0,135,30,36,34,148,8,6,1,138,0,3,7,13,Matches
1287,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,24-337,1996,8.0,380,355,25,6,0,47,3,7,0,0,0,0,278,36,66,39,309,9,19,0,295,1,12,9,15,Matches
1288,Ansgar Knauff\Ansgar-Knauff,de GER,MFFW,Dortmund,de Bundesliga,19-108,2002,0.7,23,22,1,0,0,6,1,6,0,0,0,0,12,3,8,0,21,0,1,0,18,0,0,0,0,Matches
1289,Robin Knoche\Robin-Knoche,de GER,DF,Union Berlin,de Bundesliga,28-341,1992,30.8,1861,1796,65,62,1,164,70,0,0,0,0,0,1403,143,315,296,1394,113,3,4,1610,7,37,14,15,Matches
1290,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Stuttgart,de Bundesliga,23-143,1997,31.0,1153,843,310,45,0,76,11,0,0,0,0,0,786,31,336,184,745,0,0,192,946,2,23,8,5,Matches
1291,Robin Koch\Robin-Koch,de GER,DF,Leeds United,eng Premier League,24-285,1996,10.6,686,671,15,14,1,64,15,1,0,0,0,0,513,52,121,75,544,36,1,4,589,2,9,9,4,Matches
1292,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,es La Liga,21-303,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,2,0,1,0,0,Matches
1293,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Valladolid,es La Liga,27-252,1993,4.3,97,92,5,0,0,42,3,0,0,0,0,0,56,19,22,9,64,6,1,1,67,1,5,3,3,Matches
1294,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,27-252,1993,0.5,8,8,0,0,0,1,0,0,0,0,0,0,4,3,1,0,6,2,0,0,6,0,0,0,0,Matches
1295,Dominik Kohr\Dominik-Kohr,de GER,MF,Mainz 05,de Bundesliga,27-087,1994,11.0,401,396,5,5,0,72,5,2,0,0,0,0,248,74,79,67,282,32,0,2,300,0,10,11,12,Matches
1296,Dominik Kohr\Dominik-Kohr,de GER,MFFW,Eint Frankfurt,de Bundesliga,27-087,1994,2.9,173,167,6,3,0,26,0,4,0,0,0,0,129,19,25,21,133,12,2,1,133,1,4,4,4,Matches
1297,Koba Koindredi\Koba-Koindredi,fr FRA,MF,Valencia,es La Liga,19-183,2001,0.2,11,10,1,1,0,1,0,0,0,0,0,0,10,1,0,10,1,0,0,0,9,0,0,0,0,Matches
1298,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,29-110,1992,29.3,2123,2024,99,59,5,264,56,17,32,5,18,0,1620,217,286,155,1891,55,6,5,1870,9,18,32,30,Matches
1299,Aleksandr Kokorin\Aleksandr-Kokorin,ru RUS,FWMF,Fiorentina,it Serie A,30-040,1991,0.9,26,24,2,0,0,3,0,0,0,0,0,0,19,1,6,1,22,2,1,0,21,0,0,0,2,Matches
1300,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Inter,it Serie A,35-169,1985,4.3,371,335,36,8,0,34,18,8,7,3,3,0,262,44,65,301,29,14,16,0,318,0,3,6,6,Matches
1301,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,27-312,1993,1.0,64,60,4,1,0,1,0,0,0,0,0,0,49,9,6,54,2,4,3,0,54,1,1,0,3,Matches
1302,Sead Kolašinac\Sead-Kolasinac,ba BIH,DFMF,Schalke 04,de Bundesliga,27-312,1993,13.8,659,574,85,11,0,69,6,19,0,0,0,0,437,114,108,481,66,30,74,1,522,1,18,21,17,Matches
1303,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FW,Nantes,fr Ligue 1,22-144,1998,29.8,555,520,35,0,2,134,5,28,0,0,0,0,361,119,75,34,417,36,0,21,378,1,7,14,31,Matches
1304,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29-209,1991,19.9,1192,1104,88,38,0,102,19,8,0,0,0,0,854,131,207,987,55,68,50,1,1000,2,23,19,24,Matches
1305,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,25-122,1995,26.0,1303,1039,264,23,0,125,17,37,0,0,0,0,803,264,236,898,108,44,241,4,1020,4,28,41,43,Matches
1306,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,21-338,1999,7.0,488,473,15,13,0,46,6,0,2,0,1,1,402,20,66,31,430,12,0,2,421,4,3,9,2,Matches
1307,Moussa Konaté\Moussa-Konate,sn SEN,FW,Dijon,fr Ligue 1,28-025,1993,11.2,242,214,28,1,0,60,1,3,0,0,0,0,163,41,38,31,171,10,0,10,180,2,5,0,7,Matches
1308,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,28-072,1993,5.2,325,323,2,2,2,59,9,0,0,0,0,0,263,34,28,270,38,13,0,1,281,2,5,6,3,Matches
1309,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,28-072,1993,4.9,189,179,10,9,0,42,13,1,0,0,0,0,121,22,46,154,27,3,1,1,161,3,4,1,1,Matches
1310,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,32-086,1989,9.6,432,409,23,21,0,52,21,1,0,0,0,0,276,42,114,55,329,29,2,5,357,0,8,8,7,Matches
1311,Moussa Koné\Moussa-Kone,sn SEN,FW,Nîmes,fr Ligue 1,24-119,1996,16.1,247,212,35,1,1,46,11,4,0,0,0,0,185,39,23,16,208,9,1,4,196,2,4,8,7,Matches
1312,Youssouf Koné\Youssouf-Kone,ml MLI,DFFW,Elche,es La Liga,25-297,1995,0.8,29,18,11,0,0,1,1,1,0,0,0,0,13,12,4,14,4,0,11,0,24,0,2,0,0,Matches
1313,Terence Kongolo\Terence-Kongolo,nl NED,DF,Fulham,eng Premier League,27-073,1994,1.0,39,39,0,0,0,2,0,1,0,0,0,0,31,4,4,32,2,4,0,0,37,0,0,0,0,Matches
1314,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,eng Premier League,23-187,1997,29.5,1038,1001,37,33,0,112,25,1,0,0,0,0,766,87,185,111,828,54,3,3,900,1,23,6,7,Matches
1315,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35-230,1985,23.6,1279,1246,33,32,0,130,36,0,0,0,0,0,1015,99,165,128,1060,57,1,2,1148,2,17,11,15,Matches
1316,Filip Kostić\Filip-Kostic,rs SRB,DF,Eint Frankfurt,de Bundesliga,28-178,1992,25.2,1387,1103,284,43,3,153,58,196,59,23,27,3,699,270,418,1041,111,40,182,1,863,9,27,54,99,Matches
1317,Christian Kouamé\Christian-Kouame,ci CIV,FW,Fiorentina,it Serie A,23-143,1997,10.1,296,279,17,2,1,76,4,5,0,0,0,0,199,56,41,34,202,23,3,5,225,0,2,13,12,Matches
1318,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,DFMF,Bayern Munich,de Bundesliga,18-325,2002,1.3,83,81,2,2,0,12,4,0,0,0,0,0,70,6,7,11,67,3,0,1,75,0,2,1,0,Matches
1319,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,29-312,1991,23.5,1654,1558,96,56,1,131,51,6,0,0,0,0,1325,123,206,495,1105,23,3,13,1480,7,25,29,13,Matches
1320,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,es La Liga,22-167,1998,28.1,1987,1944,43,35,1,198,47,12,0,0,0,0,1617,150,220,223,1640,57,8,2,1793,4,18,16,23,Matches
1321,Boubakar Kouyaté\Boubakar-Kouyate,ml MLI,DF,Metz,fr Ligue 1,24-013,1997,20.4,698,677,21,21,0,76,18,0,0,0,0,0,507,61,130,180,452,34,0,3,588,2,12,7,7,Matches
1322,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,eng Premier League,31-128,1989,28.7,1066,1017,49,46,0,126,13,2,0,0,0,0,692,137,237,87,862,63,2,7,846,2,16,8,18,Matches
1323,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,26-357,1994,18.8,1634,1609,25,22,5,150,52,6,0,0,0,0,1385,111,138,67,1536,17,2,3,1489,3,15,23,16,Matches
1324,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,FW,Atalanta,it Serie A,25-073,1996,0.0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,Matches
1325,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26-269,1994,10.5,427,324,103,6,0,44,4,11,0,0,0,0,193,110,124,7,285,23,97,2,297,1,8,16,18,Matches
1326,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,29-313,1991,23.4,881,812,69,17,3,143,25,51,14,2,4,1,638,116,127,130,704,16,23,5,680,10,10,31,35,Matches
1327,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,30-068,1991,21.7,1260,1219,41,39,1,155,16,3,0,0,0,0,937,148,175,185,1006,41,2,6,1093,3,9,18,19,Matches
1328,Jean-Philippe Krasso\Jean-Philippe-Krasso,fr FRA,FW,Saint-Étienne,fr Ligue 1,23-285,1997,2.5,46,43,3,0,0,9,0,3,0,0,0,0,28,10,8,30,7,5,1,1,30,0,0,0,2,Matches
1329,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,31-114,1990,22.5,2057,1825,232,115,10,174,162,39,109,32,38,8,1502,177,378,310,1703,18,8,4,1842,10,26,22,23,Matches
1330,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,eng Premier League,25-242,1995,6.1,365,333,32,16,0,52,5,5,6,1,2,2,263,53,49,35,299,19,2,4,308,2,2,3,11,Matches
1331,Rade Krunić\Rade-Krunic,ba BIH,MFFW,Milan,it Serie A,27-203,1993,7.2,241,233,8,4,0,31,1,2,2,1,0,0,181,29,31,22,194,15,2,1,208,1,2,3,4,Matches
1332,Max Kruse\Max-Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33-040,1988,15.8,651,585,66,29,5,106,33,24,20,5,13,2,411,112,128,454,140,26,5,12,491,1,13,22,23,Matches
1333,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,28-241,1992,7.7,349,277,72,2,1,53,9,13,0,0,0,0,155,64,130,27,204,33,70,3,232,2,7,8,16,Matches
1334,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Villarreal,es La Liga,19-328,2001,3.3,139,132,7,3,0,22,3,10,4,3,0,0,105,17,17,118,16,2,0,2,102,0,4,4,5,Matches
1335,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Getafe,es La Liga,19-328,2001,7.3,166,153,13,3,0,31,5,10,7,4,1,0,117,22,27,138,16,5,3,1,121,0,2,2,10,Matches
1336,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,34-061,1987,24.1,871,851,20,3,6,200,27,13,2,0,1,1,554,154,163,221,518,58,3,7,636,6,22,34,38,Matches
1337,Kuki\Kuki,es ESP,MF,Valladolid,es La Liga,22-358,1998,0.3,11,11,0,0,0,3,0,1,0,0,0,0,8,1,2,8,2,0,0,1,8,0,0,0,0,Matches
1338,Dejan Kulusevski\Dejan-Kulusevski,se SWE,FWMF,Juventus,it Serie A,21-003,2000,18.1,691,667,24,5,2,133,13,40,16,3,8,0,548,64,79,526,130,18,1,6,542,4,10,21,31,Matches
1339,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Roma,it Serie A,21-079,2000,10.9,571,546,25,20,2,51,10,1,0,0,0,0,455,49,67,81,452,19,5,0,504,0,4,4,10,Matches
1340,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,25-276,1995,5.7,294,273,21,12,2,47,13,3,6,0,5,1,182,43,69,34,237,15,2,5,224,1,3,11,8,Matches
1341,Fabian Kunze\Fabian-Kunze,de GER,MF,Arminia,de Bundesliga,22-318,1998,13.9,559,545,14,10,0,119,8,3,0,0,0,0,373,81,105,48,425,44,4,1,438,1,8,14,10,Matches
1342,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,Parma,it Serie A,32-108,1989,26.8,1231,1158,73,35,1,161,56,47,23,4,14,3,865,130,236,184,956,54,13,1,1019,5,14,12,29,Matches
1343,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,28-236,1992,13.6,928,813,115,16,1,68,7,33,0,0,0,0,684,151,93,699,81,27,99,4,815,2,14,17,14,Matches
1344,Dereck Kutesa\Dereck-Kutesa,ch SUI,MFFW,Reims,fr Ligue 1,23-143,1997,6.6,123,121,2,0,0,40,3,14,0,0,0,0,89,17,17,22,90,6,1,0,82,0,3,8,9,Matches
1345,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,21-058,2000,1.2,37,34,3,0,0,6,2,2,0,0,0,0,24,7,6,8,22,4,0,0,22,1,0,2,2,Matches
1346,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24-019,1997,7.5,464,394,70,3,0,73,4,13,0,0,0,0,294,87,83,50,314,17,67,3,380,0,8,9,9,Matches
1347,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,25-053,1996,3.8,72,66,6,0,0,30,1,4,0,0,0,0,47,10,15,10,51,2,0,3,49,1,0,7,2,Matches
1348,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,26-360,1994,32.6,822,805,17,2,3,239,16,50,0,0,0,0,467,161,194,394,240,71,6,25,543,4,19,25,47,Matches
1349,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,29-335,1991,20.8,508,471,37,2,4,116,6,4,0,0,0,0,366,83,59,52,407,23,0,3,395,5,11,9,19,Matches
1350,Tom Lacoux\Tom-Lacoux,fr FRA,MF,Bordeaux,fr Ligue 1,19-093,2002,2.8,113,110,3,0,0,18,3,2,0,0,0,0,95,9,9,14,90,4,3,1,99,0,0,5,2,Matches
1351,Maxence Lacroix\Maxence-Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21-022,2000,25.8,1557,1522,35,35,0,151,48,7,0,0,0,0,1156,109,292,223,1214,85,0,8,1301,4,29,15,21,Matches
1352,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,22-095,1999,34.0,1020,670,350,117,0,29,23,0,0,0,0,0,408,27,585,36,809,1,1,117,605,3,26,5,2,Matches
