,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
2559,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,28-243,1992,24.4,701,16,77,349,319,106,661,22,57,38.6,25,2,479,2123,1213,67,17,12,54,23,1023,529,51.7,137,Matches
2560,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,27-165,1993,5.7,522,61,235,316,6,0,515,1,1,100.0,1,0,384,1926,1237,32,1,0,2,1,422,411,97.4,0,Matches
2561,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,es La Liga,23-353,1997,10.8,410,11,21,191,209,50,396,7,12,58.3,7,0,218,832,389,22,6,3,38,33,557,302,54.2,74,Matches
2562,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,eng Premier League,23-288,1997,3.1,177,2,14,67,109,10,167,12,20,60.0,13,1,151,1018,468,30,6,2,10,9,174,134,77.0,37,Matches
2563,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,22-183,1998,23.6,2249,222,966,1361,78,22,2209,8,13,61.5,8,0,1667,10431,5333,142,17,1,13,9,1661,1632,98.3,10,Matches
2564,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,29-247,1991,15.2,712,13,113,379,269,42,639,17,41,41.5,20,2,472,2411,1046,58,15,4,38,25,651,489,75.1,82,Matches
2565,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,32-030,1989,4.0,125,118,125,0,0,0,105,0,0,,0,0,74,219,114,0,0,0,0,0,75,75,100.0,0,Matches
2566,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,es La Liga,26-283,1994,1.3,93,4,24,61,14,0,84,1,2,50.0,1,0,65,303,129,4,0,0,0,1,67,65,97.0,1,Matches
2567,Lautaro Valenti\Lautaro-Valenti,ar ARG,DF,Parma,it Serie A,22-104,1999,2.7,194,31,115,82,9,1,186,2,2,100.0,2,0,117,711,382,11,3,0,0,0,137,135,98.5,0,Matches
2568,Borja Valero\Borja-Valero,es ESP,MFFW,Fiorentina,it Serie A,36-106,1985,5.0,322,12,64,188,84,6,312,6,11,54.5,7,1,231,1317,592,26,3,0,7,10,283,234,82.7,14,Matches
2569,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,eng Premier League,22-065,1999,1.1,94,4,35,35,28,2,78,1,4,25.0,1,0,50,287,161,8,1,1,3,6,58,47,81.0,5,Matches
2570,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,24-113,1997,14.5,611,97,346,268,26,5,585,4,4,100.0,4,1,313,1712,983,22,2,0,5,0,349,333,95.4,1,Matches
2571,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,es La Liga,24-073,1997,9.6,372,1,29,169,202,44,350,8,23,34.8,9,1,236,1155,673,37,11,7,27,22,454,254,55.9,72,Matches
2572,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,22-280,1998,11.1,674,7,93,371,269,26,667,18,24,75.0,20,0,496,2903,1663,75,26,4,7,8,593,523,88.2,49,Matches
2573,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,28-003,1993,28.7,1878,276,994,964,64,24,1832,7,10,70.0,8,0,1240,8595,3978,85,13,0,5,3,1370,1334,97.4,6,Matches
2574,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,34-107,1987,26.7,611,28,55,232,359,150,574,26,43,60.5,32,5,355,1996,1031,58,15,28,54,18,1071,432,40.3,199,Matches
2575,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,22-266,1998,17.0,802,22,162,399,330,63,780,38,79,48.1,41,4,573,3460,1751,82,39,11,34,35,778,515,66.2,93,Matches
2576,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,25-018,1996,0.4,22,5,12,11,0,0,22,0,0,,0,0,13,93,49,2,0,0,0,0,13,13,100.0,0,Matches
2577,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,es La Liga,25-018,1996,3.5,186,19,97,89,16,2,183,1,2,50.0,1,0,104,560,279,11,1,0,0,1,115,111,96.5,1,Matches
2578,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,es La Liga,32-065,1989,1.0,89,2,12,48,32,3,88,0,1,0.0,0,0,58,154,48,2,1,0,1,4,76,66,86.8,5,Matches
2579,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,28-036,1993,2.0,172,6,60,85,34,1,141,1,4,25.0,1,0,90,315,112,4,0,1,2,1,84,83,98.8,1,Matches
2580,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,es La Liga,29-301,1991,20.5,1681,54,424,717,628,77,1553,29,44,65.9,29,0,1219,5567,3152,142,31,17,38,23,1434,1253,87.4,108,Matches
2581,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,29-247,1991,0.4,17,2,4,10,3,0,17,0,0,,0,0,10,26,18,2,0,0,2,1,14,11,78.6,1,Matches
2582,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,25-213,1995,1.0,32,27,32,0,0,0,18,0,0,,0,0,9,48,18,0,0,0,0,0,6,6,100.0,0,Matches
2583,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,es La Liga,18-336,2002,1.3,48,0,11,23,17,2,48,1,1,100.0,1,0,30,160,118,5,2,0,4,2,48,33,68.8,8,Matches
2584,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,25-214,1995,18.1,1010,142,566,454,34,7,968,0,0,,0,0,547,2366,1311,28,1,0,2,2,632,613,97.0,2,Matches
2585,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,34-352,1986,14.2,950,43,216,612,185,7,899,12,16,75.0,13,2,581,3233,1588,48,16,1,6,11,622,582,93.6,14,Matches
2586,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,eng Premier League,29-103,1992,24.3,1715,99,561,811,448,34,1495,19,30,63.3,21,2,988,5005,2600,101,36,5,8,16,1068,992,92.9,35,Matches
2587,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,20-164,2000,15.5,867,33,189,588,129,6,847,6,7,85.7,7,0,570,2543,1031,41,6,0,8,8,618,582,94.2,15,Matches
2588,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,26-016,1995,15.6,806,27,185,356,307,21,691,3,10,30.0,3,0,498,2185,1259,60,18,4,11,23,569,499,87.7,40,Matches
2589,Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,it Serie A,24-312,1996,8.9,424,8,43,175,237,45,393,9,13,69.2,9,1,315,1920,862,69,11,10,11,9,407,318,78.1,52,Matches
2590,Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,28-290,1992,15.8,810,8,102,355,416,37,655,27,46,58.7,30,0,507,3094,1549,79,29,9,21,34,662,497,75.1,69,Matches
2591,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,es La Liga,32-189,1988,30.0,1709,305,1080,685,30,15,1633,10,11,90.9,10,1,997,5401,2783,46,1,0,4,5,1136,1111,97.8,1,Matches
2592,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,28-058,1993,22.8,1474,35,276,917,383,40,1373,13,22,59.1,14,0,1028,5654,3025,128,30,11,15,15,1226,1110,90.5,61,Matches
2593,Edoardo Vergani\Edoardo-Vergani,it ITA,FW,Bologna,it Serie A,20-081,2001,0.1,3,0,0,2,1,0,3,0,0,,0,0,3,1,0,0,0,0,1,0,3,3,100.0,1,Matches
2594,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,28-174,1992,16.2,1950,38,295,1257,541,47,1917,36,45,80.0,37,2,1560,6951,3905,195,56,10,13,36,1722,1626,94.4,69,Matches
2595,Valerio Verre\Valerio-Verre,it ITA,MF,Sampdoria,it Serie A,27-107,1994,8.7,537,8,71,278,227,22,523,14,24,58.3,16,0,406,2035,1178,49,22,1,34,20,559,404,72.3,79,Matches
2596,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,27-342,1993,15.2,896,35,186,601,156,21,889,5,7,71.4,6,0,542,2745,1231,53,13,4,10,13,639,580,90.8,24,Matches
2597,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,28-268,1992,23.5,1649,210,847,814,93,40,1618,11,15,73.3,11,0,962,5409,2907,95,16,0,6,5,1120,1091,97.4,4,Matches
2598,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,27-003,1994,22.8,1428,232,813,648,83,13,1356,5,9,55.6,5,0,854,5925,3308,82,19,0,2,8,907,891,98.2,5,Matches
2599,Guglielmo Vicario\Guglielmo-Vicario,it ITA,GK,Cagliari,it Serie A,24-203,1996,4.0,120,109,120,0,0,0,81,0,0,,0,0,49,232,133,0,0,0,0,0,42,42,100.0,0,Matches
2600,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,es La Liga,23-112,1998,0.4,47,0,2,12,37,1,44,4,4,100.0,4,1,39,135,83,5,2,1,0,0,34,33,97.1,5,Matches
2601,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,es La Liga,26-298,1994,5.5,276,6,44,140,113,10,262,12,18,66.7,13,0,205,1288,707,42,13,5,9,10,242,182,75.2,35,Matches
2602,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,es La Liga,31-250,1989,5.6,490,11,115,246,156,9,430,4,6,66.7,4,0,304,1409,797,30,9,3,4,7,355,327,92.1,17,Matches
2603,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Inter,it Serie A,33-341,1987,12.6,878,25,218,500,223,35,870,5,7,71.4,5,0,556,2551,1518,63,18,4,8,6,700,631,90.1,36,Matches
2604,Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,fr Ligue 1,20-314,2000,0.1,8,1,6,3,0,0,8,0,0,,0,0,6,43,23,0,0,0,0,0,5,5,100.0,0,Matches
2605,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,26-094,1995,22.9,1144,99,400,537,268,20,959,12,27,44.4,13,1,524,2573,1252,41,27,1,13,14,586,499,85.2,33,Matches
2606,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Hellas Verona,it Serie A,22-283,1998,2.5,143,7,24,92,36,2,139,2,2,100.0,2,0,89,390,166,7,7,0,1,2,95,86,90.5,3,Matches
2607,Luca Vignali\Luca-Vignali,it ITA,DF,Spezia,it Serie A,25-107,1996,14.7,1123,44,375,556,268,15,978,3,8,37.5,3,0,626,3305,1657,67,17,1,15,8,769,715,93.0,27,Matches
2608,Emanuel Vignato\Emanuel-Vignato,it ITA,FWDF,Bologna,it Serie A,20-247,2000,9.6,616,19,113,276,271,28,559,16,25,64.0,16,0,447,2721,1470,69,21,12,11,13,512,421,82.2,31,Matches
2609,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,es La Liga,26-111,1995,8.8,464,3,50,240,210,27,446,13,38,34.2,19,2,333,1639,1009,58,18,10,13,22,420,334,79.5,44,Matches
2610,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,es La Liga,23-210,1997,13.2,351,12,23,173,174,57,344,4,8,50.0,4,1,202,988,543,34,9,9,32,16,584,280,47.9,96,Matches
2611,Gonzalo Villar\Gonzalo-Villar,es ESP,MF,Roma,it Serie A,23-036,1998,19.0,1366,26,290,913,270,19,1338,31,41,75.6,32,0,1075,5537,2911,116,36,8,15,16,1103,1040,94.3,36,Matches
2612,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,es La Liga,23-293,1997,14.8,542,487,542,1,0,0,376,0,0,,0,0,253,1270,653,0,0,0,0,0,215,215,100.0,0,Matches
2613,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,eng Premier League,22-019,1999,1.9,120,3,39,60,30,0,104,3,7,42.9,4,0,67,392,242,14,3,0,1,2,80,68,85.0,4,Matches
2614,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,eng Premier League,26-034,1995,3.4,93,5,13,44,43,17,92,5,6,83.3,5,0,60,222,78,3,0,0,12,12,164,69,42.1,17,Matches
2615,Nicolas Viola\Nicolas-Viola,it ITA,MF,Benevento,it Serie A,31-198,1989,9.6,523,14,111,299,143,12,466,9,19,47.4,12,2,317,1758,777,22,7,1,9,12,345,297,86.1,8,Matches
2616,João Virgínia\Joao-Virginia,pt POR,GK,Everton,eng Premier League,21-200,1999,0.5,19,18,19,0,0,0,15,0,0,,0,0,10,52,28,0,0,0,0,0,9,9,100.0,0,Matches
2617,Vitinha\Vitinha,pt POR,MFFW,Wolves,eng Premier League,21-074,2000,3.2,236,2,26,155,72,4,230,4,4,100.0,4,0,173,928,537,28,9,1,7,6,224,196,87.5,15,Matches
2618,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,31-177,1989,3.3,191,2,26,96,81,19,188,1,1,100.0,1,0,135,757,468,27,7,4,10,5,196,155,79.1,33,Matches
2619,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,it Serie A,21-090,2000,27.5,908,15,58,428,487,143,875,27,53,50.9,29,0,589,2441,1145,58,26,15,82,84,1429,702,49.1,241,Matches
2620,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,de Bundesliga,23-330,1997,4.1,157,2,21,84,62,11,134,4,5,80.0,4,0,94,365,193,7,5,1,9,7,158,90,57.0,28,Matches
2621,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,de Bundesliga,29-109,1992,8.4,315,9,42,137,160,45,306,6,11,54.5,7,1,156,876,412,24,8,5,22,13,403,225,55.8,52,Matches
2622,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,29-217,1991,19.2,1517,179,845,775,23,1,1472,3,4,75.0,4,1,1033,6248,3731,48,6,0,1,3,1115,1098,98.5,1,Matches
2623,Mërgim Vojvoda\Mergim-Vojvoda,xk KVX,DF,Torino,it Serie A,26-086,1995,11.6,728,52,248,306,216,11,632,12,20,60.0,13,1,442,1840,887,42,16,1,9,15,489,446,91.2,22,Matches
2624,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,eng Premier League,21-042,2000,0.7,23,1,3,16,7,0,16,0,0,,0,0,13,110,70,2,2,0,0,0,17,13,76.5,0,Matches
2625,Kevin Volland\Kevin-Volland,de GER,FWMF,Monaco,fr Ligue 1,28-272,1992,26.9,1005,8,76,494,484,139,992,20,39,51.3,22,2,633,2637,1343,74,26,16,69,45,1297,775,59.8,224,Matches
2626,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,29-082,1992,28.4,2012,246,1087,1036,38,14,1974,6,6,100.0,6,0,1338,8733,4884,106,6,0,1,3,1507,1491,98.9,2,Matches
2627,Giacomo Vrioni\Giacomo-Vrioni,al ALB,MF,Juventus,it Serie A,22-195,1998,0.0,3,0,0,1,2,2,3,0,0,,0,0,2,18,16,1,0,1,1,0,2,2,100.0,1,Matches
2628,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,29-108,1992,5.8,376,16,89,187,117,0,309,2,3,66.7,2,0,177,719,343,19,9,0,5,3,261,208,79.7,15,Matches
2629,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,es La Liga,29-136,1991,9.0,386,24,132,244,27,3,378,1,2,50.0,1,0,211,887,385,15,1,1,2,3,280,262,93.6,6,Matches
2630,Miloš Vulić\Milos-Vulic,rs SRB,MF,Crotone,it Serie A,24-252,1996,13.9,709,16,162,376,223,36,675,12,27,44.4,13,0,472,2712,1060,50,13,3,29,19,572,486,85.0,43,Matches
2631,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,eng Premier League,28-362,1992,12.5,355,7,11,144,212,65,345,16,27,59.3,18,1,203,812,381,28,5,8,36,16,686,265,38.6,113,Matches
2632,Franklin Wadja\Franklin-Wadja,cm CMR,MF,Lorient,fr Ligue 1,25-362,1995,0.4,33,2,12,19,5,0,33,1,2,50.0,1,0,13,35,20,2,1,0,3,1,20,16,80.0,1,Matches
2633,Walace\Walace,br BRA,MF,Udinese,it Serie A,26-024,1995,18.3,1148,60,355,672,185,11,1115,22,32,68.8,24,2,782,3495,1681,47,13,1,19,15,805,757,94.0,17,Matches
2634,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,eng Premier League,32-043,1989,16.2,604,9,85,291,287,60,600,19,48,39.6,20,0,425,2200,1445,73,28,13,42,36,634,416,65.6,91,Matches
2635,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,eng Premier League,32-043,1989,0.1,2,0,1,1,1,0,2,0,0,,0,0,2,64,63,0,1,0,1,0,5,2,40.0,0,Matches
2636,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,30-335,1990,19.6,1854,43,394,1190,417,17,1688,29,45,64.4,32,1,1337,6830,3465,165,54,6,7,19,1452,1401,96.5,35,Matches
2637,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,eng Premier League,24-015,1997,23.7,1633,90,517,871,384,48,1374,43,63,68.3,44,1,1002,5963,3378,160,51,16,17,35,1011,909,89.9,49,Matches
2638,Sebastian Walukiewicz\Sebastian-Walukiewicz,pl POL,DF,Cagliari,it Serie A,21-023,2000,18.0,1001,178,581,448,37,6,967,7,8,87.5,8,0,592,3580,2130,45,10,0,4,6,667,656,98.4,1,Matches
2639,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,de Bundesliga,21-204,1999,21.3,829,28,176,329,412,108,795,56,96,58.3,59,4,642,4075,2407,118,33,35,50,51,747,482,64.5,132,Matches
2640,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,23-153,1997,31.0,2314,112,749,1054,667,37,2048,35,56,62.5,37,2,1404,7383,4173,196,71,3,15,23,1494,1394,93.3,74,Matches
2641,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,eng Premier League,31-181,1989,19.1,1068,100,427,455,228,7,859,7,11,63.6,8,0,458,2023,1067,41,21,0,15,8,503,457,90.9,12,Matches
2642,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,26-178,1994,32.0,2521,90,575,1492,583,20,2240,12,19,63.2,13,0,1309,5849,2922,105,35,1,13,14,1685,1556,92.3,34,Matches
2643,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,es La Liga,31-332,1989,30.4,1807,99,461,965,473,41,1630,10,14,71.4,10,0,942,4445,2360,95,43,4,21,18,1285,1131,88.0,71,Matches
2644,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,eng Premier League,25-119,1995,32.0,1123,25,62,443,684,205,1083,42,68,61.8,45,2,716,3415,1987,118,31,43,97,76,1700,872,51.3,297,Matches
2645,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,eng Premier League,19-102,2002,0.4,20,1,5,6,9,0,20,0,0,,0,0,12,34,16,2,0,0,0,2,14,13,92.9,1,Matches
2646,Timothy Weah\Timothy-Weah,us USA,FWMF,Lille,fr Ligue 1,21-065,2000,9.5,405,2,45,179,199,38,395,4,9,44.4,4,0,257,1441,712,42,5,8,21,11,443,290,65.5,67,Matches
2647,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,eng Premier League,26-114,1995,23.8,1696,173,875,831,178,28,1653,7,10,70.0,9,0,1091,8055,5334,146,49,2,14,14,1194,1167,97.7,4,Matches
2648,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,28-264,1992,29.7,1065,25,68,545,487,189,1028,19,28,67.9,19,1,569,1969,803,44,19,10,67,35,1609,803,49.9,224,Matches
2649,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,de Bundesliga,27-007,1994,2.5,243,7,47,141,65,11,212,2,4,50.0,2,0,167,617,325,19,4,1,4,3,172,164,95.3,3,Matches
2650,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,es La Liga,25-073,1996,18.0,386,7,33,187,178,51,357,5,13,38.5,6,1,201,747,327,21,5,5,30,18,693,245,35.4,73,Matches
2651,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,eng Premier League,30-153,1990,14.0,369,14,37,133,222,75,365,14,23,60.9,15,0,258,1259,712,38,11,4,33,22,613,254,41.4,84,Matches
2652,Wendell\Wendell,br BRA,DF,Leverkusen,de Bundesliga,27-282,1993,13.7,1270,45,359,769,234,12,1152,10,18,55.6,10,0,824,3826,2213,80,26,3,11,9,863,822,95.2,26,Matches
2653,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,de Bundesliga,35-186,1985,13.5,813,35,206,436,193,14,664,3,3,100.0,3,0,414,1308,524,27,8,0,5,7,498,446,89.6,30,Matches
2654,Timo Werner\Timo-Werner,de GER,FW,Chelsea,eng Premier League,25-053,1996,24.9,1062,5,88,441,612,174,1037,27,70,38.6,32,3,725,4589,2779,134,42,49,68,43,1288,836,64.9,228,Matches
2655,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,eng Premier League,31-027,1990,32.9,2062,60,369,1250,535,19,1863,8,13,61.5,10,0,1172,4644,2159,86,32,0,18,18,1430,1315,92.0,31,Matches
2656,Ben White\Ben-White,eng ENG,DFMF,Brighton,eng Premier League,23-202,1997,30.5,1768,171,821,848,221,22,1708,20,35,57.1,25,0,1172,5898,3130,89,28,0,8,13,1256,1206,96.0,18,Matches
2657,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,eng Premier League,30-168,1990,29.0,1781,34,295,1172,473,37,1747,30,42,71.4,32,2,1351,7556,3604,160,66,5,19,24,1487,1351,90.9,72,Matches
2658,William\William,br BRA,FW,Wolfsburg,de Bundesliga,26-025,1995,0.0,2,0,1,0,1,0,2,0,0,,0,0,1,0,0,0,0,0,1,0,3,2,66.7,0,Matches
2659,William\William,br BRA,DFFW,Schalke 04,de Bundesliga,26-025,1995,5.3,326,19,111,158,80,13,272,5,12,41.7,6,0,155,883,493,16,7,4,10,5,221,162,73.3,26,Matches
2660,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,eng Premier League,20-237,2000,0.1,11,0,5,5,1,0,11,0,2,0.0,0,0,8,30,3,0,0,0,0,0,8,7,87.5,1,Matches
2661,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,es La Liga,26-317,1994,24.6,823,17,48,354,475,153,799,27,56,48.2,31,1,554,3002,1710,94,22,32,60,61,1209,664,54.9,245,Matches
2662,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,eng Premier League,20-015,2001,2.8,242,5,58,93,101,10,214,6,8,75.0,6,0,173,774,384,21,5,1,1,2,174,162,93.1,15,Matches
2663,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,eng Premier League,20-084,2001,2.4,223,20,101,123,9,1,221,0,0,,0,0,141,648,282,8,2,0,0,0,158,157,99.4,2,Matches
2664,Willian\Willian,br BRA,FWMF,Arsenal,eng Premier League,32-262,1988,13.6,811,7,101,320,448,37,719,11,19,57.9,12,0,562,3591,1892,110,37,7,15,20,696,580,83.3,65,Matches
2665,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,eng Premier League,21-251,1999,2.6,134,7,22,68,61,14,134,3,7,42.9,3,0,102,594,258,18,8,0,5,12,118,94,79.7,17,Matches
2666,Joe Willock\Joe-Willock,eng ENG,MF,Newcastle Utd,eng Premier League,21-251,1999,7.1,276,15,89,118,89,21,272,12,21,57.1,12,2,178,896,564,21,8,2,14,16,210,132,62.9,16,Matches
2667,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,29-060,1992,21.2,595,11,50,269,321,101,569,27,47,57.4,32,1,412,2139,1267,63,24,23,65,50,1009,433,42.9,144,Matches
2668,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,eng Premier League,25-085,1996,7.3,553,25,131,385,55,1,541,2,4,50.0,3,0,354,1399,662,20,5,0,1,4,426,411,96.5,6,Matches
2669,Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,de Bundesliga,17-360,2003,22.0,1162,16,145,642,466,68,1128,58,82,70.7,61,3,880,4552,2595,135,43,8,49,45,1117,848,75.9,161,Matches
2670,Yoane Wissa\Yoane-Wissa,cd COD,FWMF,Lorient,fr Ligue 1,24-237,1996,26.2,1000,24,162,533,394,96,988,45,74,60.8,49,2,714,4067,2590,114,40,21,65,41,1020,690,67.6,179,Matches
2671,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,de Bundesliga,32-106,1989,12.6,901,20,183,640,137,11,885,9,13,69.2,9,0,673,3498,1405,55,20,0,7,8,720,665,92.4,28,Matches
2672,Hannes Wolf\Hannes-Wolf,at AUT,FWMF,M'Gladbach,de Bundesliga,22-012,1999,13.8,674,8,85,375,262,49,667,18,30,60.0,18,3,482,2123,1298,78,25,15,28,41,638,465,72.9,92,Matches
2673,Marius Wolf\Marius-Wolf,de GER,DFMF,Köln,de Bundesliga,25-336,1995,26.5,1546,69,411,787,463,72,1358,41,79,51.9,48,0,957,5132,3320,150,36,14,40,62,1204,966,80.2,68,Matches
2674,Nick Woltemade\Nick-Woltemade,de GER,MFFW,Werder Bremen,de Bundesliga,19-073,2002,1.6,72,1,9,33,35,9,71,2,7,28.6,2,1,54,252,145,10,3,3,8,6,80,52,65.0,9,Matches
2675,Jeong Woo-yeong\Jeong-Woo-yeong,kr KOR,FWMF,Freiburg,de Bundesliga,21-220,1999,8.6,449,12,57,221,202,33,447,10,18,55.6,11,0,321,1651,785,46,13,6,23,16,441,341,77.3,71,Matches
2676,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,eng Premier League,29-142,1991,25.9,812,20,57,350,437,115,797,10,20,50.0,10,2,416,1325,585,28,13,7,67,47,1428,640,44.8,217,Matches
2677,Joscha Wosz\Joscha-Wosz,de GER,DFFW,RB Leipzig,de Bundesliga,18-282,2002,0.4,21,1,5,11,6,0,18,0,1,0.0,1,0,10,16,5,0,1,0,0,1,13,12,92.3,0,Matches
2678,Xeka\Xeka,pt POR,MF,Lille,fr Ligue 1,26-169,1994,11.8,894,27,151,615,187,18,868,2,3,66.7,2,0,609,3430,1648,72,16,2,11,8,718,667,92.9,21,Matches
2679,Granit Xhaka\Granit-Xhaka,ch SUI,MFDF,Arsenal,eng Premier League,28-213,1992,25.9,2175,98,560,1423,345,11,2104,10,19,52.6,11,2,1558,8129,4373,146,38,0,6,17,1702,1622,95.3,23,Matches
2680,Reinhold Yabo\Reinhold-Yabo,de GER,MFFW,Arminia,de Bundesliga,29-077,1992,7.2,220,3,31,116,91,11,219,3,8,37.5,3,0,152,956,549,25,10,3,7,7,224,151,67.4,20,Matches
2681,Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Valladolid,es La Liga,29-058,1992,10.3,548,90,305,248,16,6,526,1,1,100.0,1,0,249,1187,584,21,5,0,2,0,261,254,97.3,2,Matches
